id;category;difficulty;question_fr;question_en;choices_fr;choices_en;correct;explanation_fr;explanation_en;source_hint
200;Biologie;2;"La photosynthèse chez les plantes produit principalement :";"Photosynthesis in plants primarily produces:";"A) O₂ et glucose | B) CO₂ et eau | C) Azote et protéines | D) Éthanol et CO₂";"A) O₂ and glucose | B) CO₂ and water | C) Nitrogen and proteins | D) Ethanol and CO₂";"A";"La photosynthèse fabrique du glucose et libère du dioxygène.";"Photosynthesis makes glucose and releases oxygen."
201;Biologie;2;"Quel est le nom du processus de division cellulaire produisant deux cellules filles identiques ?";"What is the process of cell division producing two identical daughter cells called?";"A) Méiose | B) Mitose | C) Fécondation | D) Osmose";"A) Meiosis | B) Mitosis | C) Fertilization | D) Osmosis";"B";"La mitose conserve le même nombre de chromosomes et produit deux cellules identiques.";"Mitosis keeps the chromosome number and produces two identical cells."
202;Biologie;2;"Quel type d’immunité est obtenu après une vaccination efficace ?";"What type of immunity is obtained after an effective vaccination?";"A) Immunité innée | B) Immunité adaptative | C) Immunité végétale | D) Immunité minérale";"A) Innate immunity | B) Adaptive immunity | C) Plant immunity | D) Mineral immunity";"B";"La vaccination stimule la réponse immunitaire adaptative et la mémoire immunitaire.";"Vaccination stimulates adaptive immunity and immune memory."
203;Biologie;1;"Quel est le pigment vert essentiel à la photosynthèse ?";"What is the green pigment essential for photosynthesis?";"A) Mélanine | B) Chlorophylle | C) Hémoglobine | D) Carotène";"A) Melanin | B) Chlorophyll | C) Hemoglobin | D) Carotene";"B";"La chlorophylle capte l’énergie lumineuse.";"Chlorophyll captures light energy."
204;Biologie;2;"Dans quel compartiment cellulaire a lieu la traduction (synthèse des protéines) ?";"In which cellular component does translation (protein synthesis) occur?";"A) Ribosomes | B) Lysosomes | C) Centrioles | D) Chloroplastes";"A) Ribosomes | B) Lysosomes | C) Centrioles | D) Chloroplasts";"A";"La traduction se fait sur les ribosomes, libres ou liés au réticulum endoplasmique.";"Translation occurs on ribosomes, free or attached to the endoplasmic reticulum."
205;Biologie;1;"Quel est le rôle principal des stomates chez les plantes ?";"What is the main role of stomata in plants?";"A) Absorber l’eau par les racines | B) Échanges gazeux | C) Produire des graines | D) Stocker l’amidon";"A) Absorb water via roots | B) Gas exchange | C) Produce seeds | D) Store starch";"B";"Les stomates régulent les échanges de CO₂, O₂ et la transpiration.";"Stomata regulate CO₂/O₂ exchange and transpiration."
206;Biologie;3;"Quel niveau d’organisation correspond à un ensemble d’organes coopérant ?";"Which level of organization is a set of cooperating organs?";"A) Cellule | B) Tissu | C) Système (ou appareil) | D) Molécule";"A) Cell | B) Tissue | C) System (organ system) | D) Molecule";"C";"Un système/appareil regroupe plusieurs organes qui assurent une grande fonction.";"An organ system groups multiple organs to perform a major function."
207;Biologie;2;"Quel est le nom de l’unité de base du système nerveux ?";"What is the basic unit of the nervous system?";"A) Neurone | B) Globule blanc | C) Ostéocyte | D) Hématie";"A) Neuron | B) White blood cell | C) Osteocyte | D) Red blood cell";"A";"Le neurone est la cellule spécialisée dans la transmission de l’influx nerveux.";"A neuron is specialized for transmitting nerve impulses."
208;Biologie;2;"Quelle est la fonction principale des enzymes ?";"What is the main function of enzymes?";"A) Stocker l’énergie | B) Accélérer des réactions chimiques | C) Produire de l’ADN | D) Transporter l’oxygène";"A) Store energy | B) Speed up chemical reactions | C) Produce DNA | D) Transport oxygen";"B";"Les enzymes sont des catalyseurs biologiques.";"Enzymes are biological catalysts."
209;Biologie;1;"Quel macronutriment est la principale source d’énergie rapide pour l’organisme ?";"Which macronutrient is the main source of quick energy for the body?";"A) Glucides | B) Protéines | C) Vitamines | D) Minéraux";"A) Carbohydrates | B) Proteins | C) Vitamins | D) Minerals";"A";"Les glucides (ex. glucose) fournissent une énergie rapidement mobilisable.";"Carbohydrates (e.g., glucose) provide readily available energy."
210;Biologie;3;"Quel mécanisme explique la résistance bactérienne aux antibiotiques à l’échelle des populations ?";"What mechanism explains bacterial resistance to antibiotics at the population level?";"A) Sélection naturelle | B) Photosynthèse | C) Osmose | D) Mitose";"A) Natural selection | B) Photosynthesis | C) Osmosis | D) Mitosis";"A";"Les antibiotiques favorisent la survie et la reproduction des bactéries résistantes (sélection naturelle).".";"Antibiotics favor survival and reproduction of resistant bacteria (natural selection)."
211;Biologie;2;"Quel est le rôle principal du rein ?";"What is the main role of the kidney?";"A) Produire des hormones sexuelles | B) Filtrer le sang et produire l’urine | C) Digérer les lipides | D) Stocker le glucose";"A) Produce sex hormones | B) Filter blood and produce urine | C) Digest lipids | D) Store glucose";"B";"Les reins filtrent le sang, régulent l’eau/ions et produisent l’urine.";"Kidneys filter blood, regulate water/ions, and produce urine."
212;Biologie;2;"Quel est le nom du passage de l’eau à travers une membrane semi-perméable ?";"What is the movement of water across a semipermeable membrane called?";"A) Diffusion facilitée | B) Osmose | C) Endocytose | D) Fermentation";"A) Facilitated diffusion | B) Osmosis | C) Endocytosis | D) Fermentation";"B";"L’osmose est la diffusion de l’eau à travers une membrane semi-perméable.";"Osmosis is water diffusion across a semipermeable membrane."
213;Biologie;1;"Quel est le principal constituant des os ?";"What is the main constituent of bones?";"A) Cellulose | B) Hydroxyapatite (sels de calcium) | C) Glycogène | D) Chlorophylle";"A) Cellulose | B) Hydroxyapatite (calcium salts) | C) Glycogen | D) Chlorophyll";"B";"Les os sont minéralisés notamment par l’hydroxyapatite, riche en calcium et phosphate.";"Bones are mineralized largely with hydroxyapatite, rich in calcium and phosphate."
214;Biologie;3;"Chez l’humain, où se déroule principalement l’absorption des nutriments ?";"In humans, where does most nutrient absorption occur?";"A) Estomac | B) Intestin grêle | C) Œsophage | D) Gros intestin";"A) Stomach | B) Small intestine | C) Esophagus | D) Large intestine";"B";"La majorité de l’absorption des nutriments a lieu dans l’intestin grêle.";"Most nutrient absorption occurs in the small intestine."
215;Biologie;1;"Quel est l’organe principal de la respiration chez l’humain ?";"What is the main organ for respiration in humans?";"A) Foie | B) Poumons | C) Pancréas | D) Reins";"A) Liver | B) Lungs | C) Pancreas | D) Kidneys";"B";"Les poumons assurent les échanges gazeux (O₂/CO₂) avec le sang.";"The lungs perform gas exchange (O₂/CO₂) with the blood."
216;Astronomie;1;"Quelle étoile est au centre de notre système solaire ?";"Which star is at the center of our solar system?";"A) Sirius | B) Alpha Centauri | C) Le Soleil | D) Polaris";"A) Sirius | B) Alpha Centauri | C) The Sun | D) Polaris";"C";"Notre système solaire est centré sur le Soleil.";"Our solar system is centered on the Sun."
217;Astronomie;1;"Quelle planète est la plus proche du Soleil ?";"Which planet is closest to the Sun?";"A) Vénus | B) Mercure | C) Terre | D) Mars";"A) Venus | B) Mercury | C) Earth | D) Mars";"B";"Mercure est la planète la plus proche du Soleil.";"Mercury is the closest planet to the Sun."
218;Astronomie;2;"Comment appelle-t-on l’étude de l’Univers, des étoiles et des galaxies ?";"What do we call the study of the Universe, stars, and galaxies?";"A) Géologie | B) Astronomie | C) Botanique | D) Océanographie";"A) Geology | B) Astronomy | C) Botany | D) Oceanography";"B";"L’astronomie étudie les objets célestes et les phénomènes de l’Univers.";"Astronomy studies celestial objects and phenomena in the Universe."
219;Astronomie;2;"Qu’est-ce qu’une année-lumière ?";"What is a light-year?";"A) Une durée | B) Une distance | C) Une vitesse | D) Une masse";"A) A time | B) A distance | C) A speed | D) A mass";"B";"Une année-lumière est la distance parcourue par la lumière en un an.";"A light-year is the distance light travels in one year."
220;Astronomie;2;"Quel phénomène provoque les saisons sur Terre ?";"What causes seasons on Earth?";"A) La distance Terre-Soleil | B) L’inclinaison de l’axe terrestre | C) Les phases de la Lune | D) Les éclipses";"A) Earth–Sun distance | B) Earth’s axial tilt | C) Moon phases | D) Eclipses";"B";"Les saisons viennent surtout de l’inclinaison de l’axe de rotation terrestre.";"Seasons are mainly due to Earth’s axial tilt."
221;Astronomie;2;"Quelle est la phase de la Lune quand on ne voit presque pas sa face éclairée depuis la Terre ?";"What is the Moon phase when we see almost none of its sunlit side from Earth?";"A) Pleine Lune | B) Premier quartier | C) Nouvelle Lune | D) Dernier quartier";"A) Full Moon | B) First quarter | C) New Moon | D) Last quarter";"C";"En Nouvelle Lune, la face éclairée est tournée vers le Soleil, pas vers nous.";"At New Moon, the lit side faces the Sun, not Earth."
222;Astronomie;3;"Quel objet céleste est une étoile à neutrons très rapidement en rotation émettant des signaux périodiques ?";"What is a rapidly rotating neutron star emitting periodic signals?";"A) Quasar | B) Pulsar | C) Comète | D) Planète naine";"A) Quasar | B) Pulsar | C) Comet | D) Dwarf planet";"B";"Un pulsar est une étoile à neutrons détectée par ses impulsions régulières.";"A pulsar is a neutron star observed via its regular pulses."
223;Astronomie;3;"Quelle est la cause principale de la lumière des étoiles comme le Soleil ?";"What is the main cause of light from stars like the Sun?";"A) Combustion chimique | B) Fission nucléaire | C) Fusion nucléaire | D) Friction avec le vide";"A) Chemical combustion | B) Nuclear fission | C) Nuclear fusion | D) Friction with vacuum";"C";"Les étoiles brillent grâce à la fusion nucléaire (hydrogène → hélium, etc.).";"Stars shine due to nuclear fusion (hydrogen → helium, etc.)."
225;Astronomie;3;"Pourquoi voit-on généralement toujours la même face de la Lune depuis la Terre ?";"Why do we generally always see the same side of the Moon from Earth?";"A) La Lune ne tourne pas | B) Rotation synchrone (verrouillage gravitationnel) | C) La Terre tourne trop vite | D) La Lune est creuse";"A) The Moon doesn’t rotate | B) Synchronous rotation (tidal locking) | C) Earth rotates too fast | D) The Moon is hollow";"B";"La période de rotation de la Lune sur elle-même égale sa période de révolution autour de la Terre.";"The Moon’s rotation period equals its orbital period around Earth."
226;Géologie;1;"Comment s’appelle la couche externe rigide de la Terre (croûte + partie du manteau supérieur) ?";"What is Earth’s rigid outer layer (crust + uppermost mantle) called?";"A) Noyau | B) Lithosphère | C) Asthénosphère | D) Mésosphère";"A) Core | B) Lithosphere | C) Asthenosphere | D) Mesosphere";"B";"La lithosphère est la couche rigide découpée en plaques.";"The lithosphere is the rigid layer divided into plates."
227;Géologie;1;"Quel phénomène est responsable des tremblements de terre ?";"What phenomenon is responsible for earthquakes?";"A) Érosion | B) Mouvement des plaques tectoniques | C) Photosynthèse | D) Marées";"A) Erosion | B) Movement of tectonic plates | C) Photosynthesis | D) Tides";"B";"Les séismes proviennent souvent de ruptures le long de failles liées aux plaques.";"Earthquakes often result from fault ruptures related to plate motion."
228;Géologie;2;"Quel type de roche se forme par refroidissement d’un magma ?";"Which rock type forms by cooling of magma?";"A) Sédimentaire | B) Magmatique (ignée) | C) Métamorphique | D) Organique";"A) Sedimentary | B) Igneous | C) Metamorphic | D) Organic";"B";"Les roches magmatiques (ignées) proviennent de la solidification d’un magma ou d’une lave.";"Igneous rocks form from solidification of magma or lava."
229;Géologie;2;"Quel est le principal gaz à effet de serre naturellement abondant dans l’atmosphère (en quantité) ?";"Which greenhouse gas is naturally most abundant in the atmosphere (by amount)?";"A) Vapeur d’eau | B) Méthane | C) Ozone | D) Protoxyde d’azote";"A) Water vapor | B) Methane | C) Ozone | D) Nitrous oxide";"A";"La vapeur d’eau est le gaz à effet de serre le plus abondant, même si elle est très variable.";"Water vapor is the most abundant greenhouse gas, though highly variable."
230;Géologie;2;"Comment s’appelle l’altération et le transport des roches par l’eau, le vent ou la glace ?";"What do we call the wearing away and transport of rocks by water, wind, or ice?";"A) Cristallisation | B) Érosion | C) Fusion | D) Subduction";"A) Crystallization | B) Erosion | C) Melting | D) Subduction";"B";"L’érosion désigne l’usure et le déplacement des matériaux.";"Erosion is the wearing and transport of materials."
231;Géologie;3;"Quel est l’âge approximatif de la Terre ?";"What is the approximate age of Earth?";"A) 4,5 millions d’années | B) 4,5 milliards d’années | C) 450 milliards d’années | D) 45 000 ans";"A) 4.5 million years | B) 4.5 billion years | C) 450 billion years | D) 45,000 years";"B";"L’âge de la Terre est estimé à environ 4,54 milliards d’années.";"Earth’s age is estimated at about 4.54 billion years."
232;Géologie;1;"Quelle échelle mesure la magnitude des séismes (dans l’usage courant) ?";"Which scale measures earthquake magnitude (common usage)?";"A) Échelle de Beaufort | B) Échelle de Richter | C) Échelle de Kelvin | D) Échelle de Mohs";"A) Beaufort scale | B) Richter scale | C) Kelvin scale | D) Mohs scale";"B";"Dans l’usage courant, on cite souvent l’échelle de Richter pour la magnitude.";"In common usage, earthquake magnitude is often referred to with the Richter scale."
